order_id,paid_at,payment_status,amountPaid,currencyCode,channel,transaction_id,orderRef,paidAt,status,amount,currency,method,txRef,order,timestamp,state,amt,ccy,paymentMethod,txn
,,,,,,,ORD-000211,2023/06/12 20:38:04,SUCCESS,40000.0,NGN,ussd,TX-e9cc63d942fc,,,,,,,
,,,,,,,ORD-000192,2023/01/23 20:44:24,SUCCESS,40000.0,NGN,ussd,TX-4a7c1063313e,,,,,,,
,,,,,,,ORD-000513,2023/11/07 17:06:59,SUCCESS,18000.0,NGN,bank_transfer,TX-43cbb518bb07,,,,,,,
,,,,,,,ORD-000258,2023/09/24 19:26:07,FAILED,40000.0,NGN,bank_transfer,TX-14edda1eaede,,,,,,,
,,,,,,,,,,,,,,ORD-000781,1691606248.0,SUCCESS,9000.0,NGN,card,TRX762099
,,,,,,,,,,,,,,ORD-001174,1675428635.0,SUCCESS,9000.0,NGN,card,TRX245911
ORD-000721,2023-02-20T07:05:08Z,SUCCESS,5000.0,NGN,ussd,12ccd7bcf0c3,,,,,,,,,,,,,,
,,,,,,,ORD-000324,2023/01/12 20:19:56,FAILED,12000.0,NGN,ussd,TX-bba80c7547fc,,,,,,,
,,,,,,,,,,,,,,ORD-001011,1676853610.0,SUCCESS,5000.0,NGN,card,TRX251779
ORD-000181,2023-05-10T23:25:00Z,FAILED,12000.0,NGN,ussd,b8b5fbbd32cf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001049,1673305234.0,SUCCESS,25000.0,USD,card,TRX518836
,,,,,,,ORD-001298,2023/04/22 20:41:28,SUCCESS,9000.0,NGN,card,TX-e8248a088006,,,,,,,
ORD-000858,2023-11-26T00:27:40Z,SUCCESS,18000.0,NGN,bank_transfer,5cdbc3f13ec9,,,,,,,,,,,,,,
,,,,,,,ORD-000699,2023/10/06 20:24:16,SUCCESS,40000.0,NGN,bank_transfer,TX-85b641c88fb3,,,,,,,
,,,,,,,,,,,,,,ORD-001197,1683620336.0,SUCCESS,5000.0,NGN,ussd,TRX198323
,,,,,,,,,,,,,,ORD-000675,1700750397.0,SUCCESS,25000.0,NGN,card,TRX616043
ORD-001046,2023-10-10T17:30:02Z,SUCCESS,25000.0,NGN,bank_transfer,33edda765cd0,,,,,,,,,,,,,,
,,,,,,,ORD-000487,2023/03/22 00:05:33,SUCCESS,9000.0,NGN,card,TX-6e0ce5d83a3a,,,,,,,
,,,,,,,,,,,,,,ORD-000283,1673303961.0,SUCCESS,9000.0,NGN,card,TRX683021
ORD-000573,2023-11-19T14:45:30Z,SUCCESS,5000.0,NGN,ussd,9f96cd7f8b13,,,,,,,,,,,,,,
,,,,,,,ORD-000032,2023/07/17 15:39:43,FAILED,40000.0,NGN,bank_transfer,TX-3118a6889b1f,,,,,,,
,,,,,,,,,,,,,,ORD-001068,1699295520.0,SUCCESS,25000.0,NGN,bank_transfer,TRX276672
ORD-001167,2023-04-30T15:08:17Z,FAILED,12000.0,NGN,ussd,1b7874d3831e,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001154,1674134418.0,SUCCESS,9000.0,NGN,card,TRX688035
,,,,,,,ORD-000735,2023/10/13 14:34:44,SUCCESS,25000.0,NGN,card,TX-7f3a8e46e1a5,,,,,,,
,,,,,,,ORD-000453,2023/09/13 08:25:06,SUCCESS,25000.0,NGN,bank_transfer,TX-3b72c888cb83,,,,,,,
,,,,,,,,,,,,,,ORD-001046,1686087596.0,SUCCESS,18000.0,NGN,ussd,TRX975260
,,,,,,,,,,,,,,ORD-000779,1694704959.0,FAILED,40000.0,NGN,card,TRX794605
,,,,,,,ORD-000381,2023/07/24 02:21:40,SUCCESS,5000.0,NGN,ussd,TX-004dd43f2f91,,,,,,,
,,,,,,,,,,,,,,ORD-000227,1679857266.0,FAILED,18000.0,NGN,bank_transfer,TRX634724
,,,,,,,,,,,,,,ORD-000875,1696941817.0,SUCCESS,18000.0,NGN,bank_transfer,TRX770185
,,,,,,,,,,,,,,ORD-000038,1685926923.0,SUCCESS,12000.0,NGN,ussd,TRX869724
,,,,,,,,,,,,,,ORD-000667,1688467672.0,SUCCESS,40000.0,NGN,card,TRX310413
ORD-000979,2023-12-15T10:43:31Z,SUCCESS,40000.0,NGN,ussd,e4682476c43f,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001031,1693423950.0,SUCCESS,12000.0,NGN,ussd,TRX191211
,,,,,,,,,,,,,,ORD-000132,1693875627.0,SUCCESS,9000.0,NGN,ussd,TRX549359
,,,,,,,,,,,,,,ORD-000247,1694405794.0,FAILED,18000.0,NGN,ussd,TRX369664
,,,,,,,,,,,,,,ORD-000550,1686162995.0,SUCCESS,12000.0,NGN,bank_transfer,TRX916473
,,,,,,,ORD-000637,2023/08/26 10:26:59,SUCCESS,9000.0,NGN,ussd,TX-1d81efd0c0fb,,,,,,,
,,,,,,,ORD-000017,2023/08/08 16:56:05,SUCCESS,9000.0,NGN,bank_transfer,TX-110bae6f0bd8,,,,,,,
ORD-000226,2023-11-01T14:03:03Z,FAILED,40000.0,NGN,card,919d564c84d5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000974,1693982595.0,FAILED,25000.0,NGN,bank_transfer,TRX394402
ORD-000441,2023-10-27T22:17:45Z,SUCCESS,18000.0,NGN,card,2f1024b5fc3e,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001163,1689976149.0,SUCCESS,5000.0,NGN,bank_transfer,TRX186835
,,,,,,,ORD-001037,2023/04/17 15:24:15,FAILED,12000.0,NGN,card,TX-3ab93389ef20,,,,,,,
ORD-000148,2023-12-05T01:20:25Z,FAILED,25000.0,NGN,ussd,f38565f41c5a,,,,,,,,,,,,,,
,,,,,,,ORD-000996,2023/12/27 14:39:22,SUCCESS,5000.0,NGN,bank_transfer,TX-efaa03c3fa0d,,,,,,,
,,,,,,,ORD-001200,2023/12/13 14:40:04,SUCCESS,18000.0,USD,ussd,TX-9b207eacf4c3,,,,,,,
,,,,,,,,,,,,,,ORD-000826,1696036587.0,FAILED,12000.0,NGN,card,TRX885789
,,,,,,,,,,,,,,ORD-000613,1691770827.0,FAILED,40000.0,NGN,ussd,TRX656495
ORD-000715,2023-06-22T14:33:02Z,SUCCESS,25000.0,NGN,ussd,adae70e42a69,,,,,,,,,,,,,,
,,,,,,,ORD-000088,2023/02/03 04:50:12,SUCCESS,40000.0,USD,bank_transfer,TX-d71930148222,,,,,,,
,,,,,,,,,,,,,,ORD-000446,1680782239.0,SUCCESS,12000.0,NGN,ussd,TRX435571
,,,,,,,ORD-000183,2023/05/31 00:21:57,FAILED,25000.0,NGN,bank_transfer,TX-bed4b0a6c217,,,,,,,
,,,,,,,,,,,,,,ORD-000979,1689711018.0,SUCCESS,18000.0,NGN,ussd,TRX688438
ORD-000046,2023-11-19T09:25:42Z,SUCCESS,25000.0,NGN,ussd,bd9a5be91ce5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000205,1689471907.0,FAILED,5000.0,NGN,bank_transfer,TRX260617
ORD-000568,2023-02-07T06:34:25Z,SUCCESS,12000.0,NGN,ussd,bff31e956f4d,,,,,,,,,,,,,,
ORD-000206,2023-12-23T09:08:40Z,SUCCESS,40000.0,NGN,ussd,115071f4bb90,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001060,1683817035.0,SUCCESS,18000.0,NGN,bank_transfer,TRX555473
,,,,,,,,,,,,,,ORD-000654,1702659404.0,FAILED,12000.0,NGN,card,TRX860515
,,,,,,,,,,,,,,ORD-000431,1700560706.0,SUCCESS,40000.0,NGN,bank_transfer,TRX616559
,,,,,,,,,,,,,,ORD-000841,1678393875.0,SUCCESS,25000.0,NGN,ussd,TRX378534
ORD-000111,2023-06-07T06:05:03Z,SUCCESS,5000.0,NGN,ussd,bb9d4915272f,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000738,1688094177.0,SUCCESS,5000.0,NGN,card,TRX229047
ORD-000517,2023-06-26T15:32:52Z,SUCCESS,12000.0,NGN,bank_transfer,58558f8dc7d5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000147,1681336384.0,SUCCESS,12000.0,NGN,bank_transfer,TRX483026
ORD-001025,2023-06-05T20:18:07Z,SUCCESS,40000.0,NGN,card,316e87a015ab,,,,,,,,,,,,,,
ORD-001000,2023-02-06T23:36:51Z,SUCCESS,12000.0,NGN,bank_transfer,d8497cbb0eab,,,,,,,,,,,,,,
,,,,,,,ORD-000644,2023/04/03 08:20:16,SUCCESS,12000.0,NGN,ussd,TX-0e14f544c84b,,,,,,,
,,,,,,,,,,,,,,ORD-000037,1697692886.0,SUCCESS,25000.0,NGN,bank_transfer,TRX416053
,,,,,,,,,,,,,,ORD-000742,1675810174.0,SUCCESS,25000.0,NGN,bank_transfer,TRX910981
,,,,,,,ORD-000241,2023/06/09 10:33:11,FAILED,40000.0,NGN,card,TX-03d7b073124e,,,,,,,
ORD-000619,2023-01-01T17:31:54Z,SUCCESS,18000.0,NGN,bank_transfer,15d0352eefc5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000911,1696566819.0,FAILED,40000.0,USD,ussd,TRX718520
ORD-000503,2023-02-18T08:17:22Z,SUCCESS,12000.0,NGN,ussd,34dae7b82dad,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001062,1679804193.0,SUCCESS,18000.0,NGN,bank_transfer,TRX138880
,,,,,,,ORD-000053,2023/08/25 07:28:25,SUCCESS,18000.0,NGN,card,TX-ef7cf378b375,,,,,,,
,,,,,,,,,,,,,,ORD-000064,1700931129.0,FAILED,5000.0,NGN,card,TRX501832
,,,,,,,,,,,,,,ORD-000553,1673653379.0,SUCCESS,9000.0,NGN,bank_transfer,TRX654698
ORD-000201,2023-12-18T00:38:09Z,SUCCESS,12000.0,NGN,card,6193bb00631e,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000485,1690975307.0,SUCCESS,18000.0,NGN,ussd,TRX809734
ORD-000406,2023-07-09T01:22:13Z,SUCCESS,12000.0,NGN,bank_transfer,5712d11a0909,,,,,,,,,,,,,,
,,,,,,,ORD-000835,2023/07/09 22:16:27,FAILED,25000.0,NGN,card,TX-28bad19b0055,,,,,,,
,,,,,,,ORD-000175,2023/03/31 12:15:57,SUCCESS,25000.0,NGN,card,TX-39ff20cc14c1,,,,,,,
,,,,,,,ORD-001270,2023/01/19 07:16:04,SUCCESS,40000.0,NGN,bank_transfer,TX-6f7bbe0a773d,,,,,,,
ORD-000465,2023-06-07T08:37:52Z,SUCCESS,40000.0,NGN,card,3edf6195aa04,,,,,,,,,,,,,,
ORD-001163,2023-06-21T12:17:04Z,SUCCESS,12000.0,USD,card,f5705944158d,,,,,,,,,,,,,,
,,,,,,,ORD-000046,2023/10/01 05:58:06,SUCCESS,5000.0,NGN,ussd,TX-07ccbfebe69e,,,,,,,
ORD-000468,2023-10-28T15:52:30Z,SUCCESS,9000.0,NGN,bank_transfer,807a1136057d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000052,1678373237.0,SUCCESS,40000.0,NGN,bank_transfer,TRX535243
,,,,,,,,,,,,,,ORD-000965,1681403546.0,SUCCESS,25000.0,NGN,card,TRX900679
,,,,,,,,,,,,,,ORD-000879,1676010332.0,FAILED,9000.0,NGN,card,TRX935467
ORD-000155,2023-09-01T08:32:58Z,SUCCESS,18000.0,NGN,bank_transfer,6951efdaef10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000222,1688947097.0,SUCCESS,9000.0,NGN,ussd,TRX983846
ORD-000627,2023-10-22T11:09:11Z,SUCCESS,40000.0,USD,bank_transfer,263f57f451b8,,,,,,,,,,,,,,
ORD-000774,2023-09-29T21:05:32Z,FAILED,12000.0,NGN,bank_transfer,80baa4562400,,,,,,,,,,,,,,
,,,,,,,ORD-000157,2023/07/22 05:56:45,FAILED,40000.0,NGN,ussd,TX-69e539587387,,,,,,,
ORD-000438,2023-12-24T19:45:25Z,SUCCESS,40000.0,USD,ussd,8f12875708f8,,,,,,,,,,,,,,
,,,,,,,ORD-000119,2023/08/03 14:45:45,SUCCESS,40000.0,NGN,ussd,TX-7a3372ae97cc,,,,,,,
,,,,,,,,,,,,,,ORD-000911,1686920665.0,SUCCESS,12000.0,NGN,card,TRX620780
ORD-000533,2023-09-18T11:56:34Z,FAILED,12000.0,USD,card,689a968f9dc3,,,,,,,,,,,,,,
,,,,,,,ORD-000500,2023/04/05 08:18:34,SUCCESS,5000.0,USD,card,TX-91cdc5608e0c,,,,,,,
,,,,,,,,,,,,,,ORD-000347,1679478941.0,SUCCESS,25000.0,NGN,card,TRX605081
ORD-000809,2023-07-02T00:43:12Z,SUCCESS,5000.0,NGN,card,51657ab82349,,,,,,,,,,,,,,
ORD-000990,2023-02-12T02:25:47Z,SUCCESS,18000.0,NGN,card,816e220517bd,,,,,,,,,,,,,,
,,,,,,,ORD-000765,2023/07/07 15:35:26,SUCCESS,5000.0,NGN,bank_transfer,TX-57cbb78e3328,,,,,,,
,,,,,,,ORD-000380,2023/07/13 18:54:07,FAILED,25000.0,NGN,bank_transfer,TX-aed401ab2fb2,,,,,,,
,,,,,,,,,,,,,,ORD-000102,1682590965.0,FAILED,9000.0,NGN,bank_transfer,TRX146888
ORD-000332,2023-11-25T03:30:38Z,SUCCESS,12000.0,NGN,bank_transfer,8770d62ed830,,,,,,,,,,,,,,
ORD-000957,2023-02-12T09:42:29Z,SUCCESS,12000.0,NGN,card,7c35a150903c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000473,1695406288.0,FAILED,25000.0,NGN,bank_transfer,TRX134802
,,,,,,,,,,,,,,ORD-000997,1673050146.0,FAILED,40000.0,NGN,card,TRX220054
,,,,,,,,,,,,,,ORD-000923,1674312279.0,FAILED,12000.0,NGN,card,TRX685790
ORD-000385,2023-07-31T14:10:33Z,FAILED,5000.0,NGN,bank_transfer,4d85d449a75e,,,,,,,,,,,,,,
,,,,,,,ORD-000359,2023/05/09 23:31:31,SUCCESS,40000.0,NGN,card,TX-89304599c170,,,,,,,
ORD-000284,2023-03-08T17:57:57Z,SUCCESS,5000.0,NGN,card,ef91c59b9115,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000052,1696282335.0,SUCCESS,25000.0,NGN,bank_transfer,TRX110972
,,,,,,,ORD-000475,2023/10/28 02:06:37,SUCCESS,25000.0,NGN,ussd,TX-2e34b8ea96bc,,,,,,,
,,,,,,,,,,,,,,ORD-000394,1700689948.0,SUCCESS,12000.0,NGN,card,TRX570427
,,,,,,,ORD-000669,2023/07/06 10:05:30,SUCCESS,9000.0,NGN,bank_transfer,TX-3db6762eb24b,,,,,,,
,,,,,,,ORD-000707,2023/01/11 02:19:18,SUCCESS,5000.0,NGN,ussd,TX-e40aa2e60cbc,,,,,,,
,,,,,,,ORD-000182,2023/12/20 18:02:12,SUCCESS,12000.0,NGN,card,TX-b7d445e3ea89,,,,,,,
,,,,,,,,,,,,,,ORD-001194,1688710846.0,SUCCESS,12000.0,USD,card,TRX947276
,,,,,,,ORD-000930,2023/07/11 09:03:37,SUCCESS,40000.0,NGN,card,TX-db16e1cef4c0,,,,,,,
ORD-001209,2023-06-09T12:59:05Z,SUCCESS,12000.0,USD,card,f39457882230,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000520,1685348551.0,FAILED,12000.0,USD,card,TRX667143
,,,,,,,,,,,,,,ORD-001138,1683294125.0,FAILED,12000.0,NGN,bank_transfer,TRX220904
ORD-000929,2023-06-27T16:15:23Z,SUCCESS,5000.0,NGN,ussd,eb5ff9e928aa,,,,,,,,,,,,,,
,,,,,,,ORD-001272,2023/05/01 10:56:17,SUCCESS,25000.0,NGN,ussd,TX-ccc29a2c8e57,,,,,,,
,,,,,,,,,,,,,,ORD-000932,1693839015.0,SUCCESS,40000.0,NGN,card,TRX899600
,,,,,,,ORD-000485,2023/03/30 09:49:12,FAILED,18000.0,NGN,bank_transfer,TX-443706ae9f31,,,,,,,
ORD-000925,2023-12-21T08:16:01Z,SUCCESS,12000.0,USD,bank_transfer,b95be61d8492,,,,,,,,,,,,,,
,,,,,,,ORD-000697,2023/10/30 17:17:42,FAILED,25000.0,NGN,ussd,TX-9f22e8b93da7,,,,,,,
,,,,,,,,,,,,,,ORD-000622,1701832469.0,SUCCESS,5000.0,NGN,ussd,TRX667700
ORD-000706,2023-01-08T14:04:02Z,SUCCESS,5000.0,NGN,bank_transfer,5379e99a8301,,,,,,,,,,,,,,
ORD-001196,2023-11-14T12:50:58Z,SUCCESS,18000.0,NGN,bank_transfer,9426029d49ee,,,,,,,,,,,,,,
,,,,,,,ORD-000216,2023/01/20 21:27:05,SUCCESS,12000.0,NGN,ussd,TX-9f17d3944e9e,,,,,,,
ORD-000742,2023-09-19T14:30:31Z,SUCCESS,9000.0,NGN,bank_transfer,4a0b549d6f10,,,,,,,,,,,,,,
,,,,,,,ORD-000934,2023/03/06 15:08:28,SUCCESS,25000.0,NGN,ussd,TX-6b0e5e1602c6,,,,,,,
,,,,,,,ORD-000051,2023/08/14 05:42:44,FAILED,40000.0,NGN,ussd,TX-44de7aeec79d,,,,,,,
,,,,,,,,,,,,,,ORD-000715,1686518779.0,FAILED,25000.0,NGN,bank_transfer,TRX864321
,,,,,,,ORD-000836,2023/03/26 20:25:02,SUCCESS,18000.0,NGN,bank_transfer,TX-1b51f40eefb7,,,,,,,
ORD-000907,2023-12-12T18:51:21Z,SUCCESS,5000.0,NGN,ussd,081e5d22bc0a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000421,1691489481.0,SUCCESS,9000.0,NGN,bank_transfer,TRX621144
,,,,,,,,,,,,,,ORD-000377,1699639727.0,SUCCESS,5000.0,NGN,bank_transfer,TRX157854
ORD-000489,2023-02-17T20:19:56Z,FAILED,9000.0,NGN,ussd,c0e3ffb4e877,,,,,,,,,,,,,,
ORD-000067,2023-07-29T13:48:06Z,SUCCESS,12000.0,USD,ussd,2609ccad5d11,,,,,,,,,,,,,,
,,,,,,,ORD-000475,2023/09/23 19:10:18,SUCCESS,9000.0,NGN,card,TX-4ee2fae8da40,,,,,,,
ORD-000471,2023-04-19T17:04:16Z,SUCCESS,5000.0,NGN,bank_transfer,10268a069cf3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000774,1681208041.0,SUCCESS,18000.0,USD,ussd,TRX741699
,,,,,,,ORD-000268,2023/05/13 10:34:10,SUCCESS,9000.0,NGN,bank_transfer,TX-b57953a6161e,,,,,,,
,,,,,,,ORD-000186,2023/07/16 10:50:52,SUCCESS,5000.0,NGN,bank_transfer,TX-d7f768a530b3,,,,,,,
ORD-000784,2023-04-09T13:39:56Z,SUCCESS,25000.0,NGN,ussd,c9a8835f0c43,,,,,,,,,,,,,,
,,,,,,,ORD-000698,2023/02/11 09:53:57,FAILED,25000.0,NGN,ussd,TX-f3fa714d8897,,,,,,,
,,,,,,,ORD-000525,2023/05/21 15:06:35,SUCCESS,25000.0,USD,bank_transfer,TX-992a89d4ed9e,,,,,,,
,,,,,,,ORD-000664,2023/06/22 10:59:55,SUCCESS,12000.0,USD,bank_transfer,TX-cc4c1f4c9860,,,,,,,
ORD-000062,2023-08-05T08:50:08Z,SUCCESS,40000.0,NGN,bank_transfer,275d82ee878f,,,,,,,,,,,,,,
ORD-001115,2023-01-11T15:30:28Z,SUCCESS,25000.0,NGN,card,1b8a953b1314,,,,,,,,,,,,,,
,,,,,,,ORD-000346,2023/04/07 17:50:24,SUCCESS,5000.0,NGN,bank_transfer,TX-7bf5816fcb37,,,,,,,
,,,,,,,,,,,,,,ORD-000668,1685996048.0,SUCCESS,25000.0,USD,card,TRX793982
,,,,,,,,,,,,,,ORD-000967,1690129944.0,SUCCESS,25000.0,USD,card,TRX621208
ORD-000157,2023-11-08T05:57:02Z,FAILED,18000.0,NGN,bank_transfer,fac700ad8417,,,,,,,,,,,,,,
ORD-000232,2023-12-22T15:04:05Z,SUCCESS,5000.0,NGN,bank_transfer,f6a709689bbe,,,,,,,,,,,,,,
,,,,,,,ORD-000481,2023/10/23 05:57:58,FAILED,18000.0,NGN,ussd,TX-b5720439e2ee,,,,,,,
,,,,,,,ORD-001283,2023/09/30 11:14:06,FAILED,12000.0,NGN,ussd,TX-4d6f86d558a0,,,,,,,
,,,,,,,ORD-000308,2023/02/27 03:26:24,SUCCESS,5000.0,NGN,ussd,TX-d8a53f3d87bf,,,,,,,
ORD-001002,2023-04-26T13:26:11Z,SUCCESS,12000.0,NGN,bank_transfer,6bf1e27bd1c0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000282,1701552037.0,SUCCESS,12000.0,NGN,card,TRX525502
ORD-000956,2023-09-10T12:37:10Z,SUCCESS,18000.0,NGN,card,b4c6b63a55c9,,,,,,,,,,,,,,
ORD-001170,2023-04-09T04:50:52Z,SUCCESS,40000.0,NGN,card,89bc3f7b38aa,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000986,1703017000.0,SUCCESS,9000.0,NGN,bank_transfer,TRX311459
,,,,,,,,,,,,,,ORD-001296,1689087334.0,FAILED,9000.0,NGN,card,TRX517224
ORD-000022,2023-01-20T00:28:26Z,SUCCESS,25000.0,NGN,bank_transfer,b7cd2ad1bc84,,,,,,,,,,,,,,
ORD-000276,2023-07-08T12:30:12Z,FAILED,12000.0,NGN,ussd,78ad0b797cce,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000205,1693813696.0,SUCCESS,40000.0,NGN,card,TRX212048
,,,,,,,,,,,,,,ORD-001017,1700952586.0,SUCCESS,25000.0,NGN,ussd,TRX235399
,,,,,,,ORD-001171,2023/01/18 22:48:11,FAILED,40000.0,NGN,ussd,TX-167cf9cfa946,,,,,,,
,,,,,,,ORD-000259,2023/03/30 02:20:45,SUCCESS,5000.0,NGN,ussd,TX-06de5b731981,,,,,,,
,,,,,,,,,,,,,,ORD-001179,1701085909.0,FAILED,25000.0,NGN,bank_transfer,TRX269371
ORD-000212,2023-07-27T23:27:58Z,SUCCESS,12000.0,USD,ussd,33e53671467d,,,,,,,,,,,,,,
ORD-000159,2023-11-24T02:58:17Z,FAILED,5000.0,NGN,ussd,420ce104b8a9,,,,,,,,,,,,,,
,,,,,,,ORD-000338,2023/12/18 02:14:33,SUCCESS,18000.0,NGN,bank_transfer,TX-02d2dd3df291,,,,,,,
ORD-000227,2023-12-22T05:59:51Z,FAILED,9000.0,NGN,ussd,323e7a57b409,,,,,,,,,,,,,,
ORD-000325,2023-02-20T14:21:14Z,SUCCESS,25000.0,NGN,card,797d869c091d,,,,,,,,,,,,,,
,,,,,,,ORD-000144,2023/04/27 15:44:12,SUCCESS,9000.0,NGN,bank_transfer,TX-22c49cf30f76,,,,,,,
,,,,,,,,,,,,,,ORD-000890,1699019193.0,SUCCESS,12000.0,USD,card,TRX411497
,,,,,,,ORD-000627,2023/09/02 12:53:57,SUCCESS,18000.0,NGN,bank_transfer,TX-56e60373a561,,,,,,,
,,,,,,,,,,,,,,ORD-000338,1701623214.0,SUCCESS,18000.0,NGN,bank_transfer,TRX889245
,,,,,,,ORD-000630,2023/12/14 07:43:58,SUCCESS,9000.0,NGN,ussd,TX-22b463657ea4,,,,,,,
,,,,,,,ORD-001171,2023/10/24 06:44:09,SUCCESS,40000.0,USD,bank_transfer,TX-56c660e81309,,,,,,,
,,,,,,,ORD-001276,2023/04/24 19:03:54,SUCCESS,40000.0,USD,bank_transfer,TX-e9381a6debb8,,,,,,,
,,,,,,,,,,,,,,ORD-000103,1682164022.0,FAILED,12000.0,NGN,card,TRX606387
,,,,,,,ORD-000851,2023/04/22 20:12:15,SUCCESS,40000.0,NGN,bank_transfer,TX-b6e8ef2ddc36,,,,,,,
ORD-000258,2023-04-12T15:12:43Z,SUCCESS,25000.0,NGN,card,006abd6175bf,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000174,1681538218.0,SUCCESS,5000.0,USD,ussd,TRX811741
,,,,,,,ORD-000956,2023/02/12 05:28:00,SUCCESS,9000.0,NGN,card,TX-b3019fa29a59,,,,,,,
ORD-000812,2023-12-20T23:15:41Z,FAILED,12000.0,USD,bank_transfer,978635a814b2,,,,,,,,,,,,,,
,,,,,,,ORD-000027,2023/09/04 06:33:40,FAILED,25000.0,NGN,bank_transfer,TX-e6f35ab62fdd,,,,,,,
ORD-000446,2023-08-26T05:14:59Z,SUCCESS,12000.0,NGN,ussd,d5702ae1f03f,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001179,1693917837.0,FAILED,25000.0,NGN,ussd,TRX537524
ORD-000986,2023-11-06T14:54:43Z,SUCCESS,25000.0,NGN,bank_transfer,f9797951e9e9,,,,,,,,,,,,,,
,,,,,,,ORD-001244,2023/06/17 11:47:08,SUCCESS,18000.0,NGN,card,TX-c870be40e0ed,,,,,,,
ORD-000484,2023-05-07T00:04:03Z,FAILED,25000.0,NGN,ussd,7101d1ab206c,,,,,,,,,,,,,,
,,,,,,,ORD-001177,2023/10/01 02:01:43,SUCCESS,18000.0,NGN,card,TX-2c8419893e7e,,,,,,,
ORD-000639,2023-02-26T13:32:48Z,SUCCESS,40000.0,NGN,bank_transfer,f838af6afa7a,,,,,,,,,,,,,,
ORD-000652,2023-09-13T19:08:39Z,SUCCESS,9000.0,USD,ussd,2c8ebfd356fe,,,,,,,,,,,,,,
ORD-000256,2023-08-29T11:45:53Z,SUCCESS,40000.0,NGN,card,98fe33748882,,,,,,,,,,,,,,
ORD-000887,2023-05-22T05:47:15Z,SUCCESS,9000.0,USD,bank_transfer,ecfb4da8e27f,,,,,,,,,,,,,,
,,,,,,,ORD-000627,2023/09/23 14:30:08,SUCCESS,12000.0,NGN,ussd,TX-9548b3738b21,,,,,,,
,,,,,,,,,,,,,,ORD-000376,1684166522.0,FAILED,9000.0,NGN,bank_transfer,TRX450616
,,,,,,,,,,,,,,ORD-000509,1675839935.0,SUCCESS,18000.0,NGN,card,TRX343734
,,,,,,,,,,,,,,ORD-000510,1702667985.0,SUCCESS,9000.0,NGN,card,TRX543653
,,,,,,,ORD-000367,2023/04/24 20:04:43,SUCCESS,25000.0,NGN,bank_transfer,TX-16c234ac6218,,,,,,,
,,,,,,,,,,,,,,ORD-000391,1700009991.0,SUCCESS,12000.0,NGN,card,TRX146999
ORD-000149,2023-01-19T17:14:08Z,FAILED,5000.0,NGN,card,5cf853615155,,,,,,,,,,,,,,
ORD-000184,2023-05-19T10:46:18Z,SUCCESS,25000.0,NGN,bank_transfer,460013208e3a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000547,1695961066.0,FAILED,40000.0,NGN,card,TRX957546
ORD-000613,2023-06-02T17:32:40Z,SUCCESS,9000.0,NGN,card,d3dfa3ee5660,,,,,,,,,,,,,,
,,,,,,,ORD-000763,2023/02/21 02:33:45,SUCCESS,5000.0,NGN,ussd,TX-cde8eef00db7,,,,,,,
,,,,,,,ORD-001059,2023/08/16 17:28:53,FAILED,40000.0,NGN,card,TX-24ca1fd9c168,,,,,,,
,,,,,,,ORD-000708,2023/05/16 15:40:46,SUCCESS,12000.0,NGN,card,TX-461ff1b7a4ab,,,,,,,
,,,,,,,ORD-000521,2023/08/28 09:55:13,SUCCESS,40000.0,NGN,bank_transfer,TX-d230fade767a,,,,,,,
ORD-000644,2023-07-12T16:42:39Z,SUCCESS,9000.0,NGN,bank_transfer,7be3bccf7e35,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001055,1694327995.0,FAILED,5000.0,NGN,bank_transfer,TRX980694
,,,,,,,,,,,,,,ORD-000247,1686305875.0,FAILED,25000.0,NGN,card,TRX789054
